Marca temporal,"Nombre de la institución:
colocar preferentemente en mayúsculas.","Dirección:
colocar preferentemente en mayúsculas.","Localidad:
colocar preferentemente en mayúsculas.","Nombre de la carrera:
colocar preferentemente en mayúsculas.","Localidad donde se dicta:
colocar preferentemente en mayúsculas.",Duración en años:,Duración en cuatrimestres:,Modalidad de dictado:,Area:,¿La carrera es arancelada?,"Link de acceso a más información sobre la carrera:
enlace específico o institucional.",¿Desea cargar otra carrera?,"Nombre de la carrera:
colocar preferentemente en mayúsculas.","Localidad donde se dicta:
colocar preferentemente en mayúsculas.",Duración en años:,Duración en cuatrimestres:,Modalidad de dictado:,Area:,¿La carrera es arancelada?,"Link de acceso a más información sobre la carrera:
enlace específico o institucional.",¿Desea cargar otra carrera?,"Nombre de la carrera:
colocar preferentemente en mayúsculas.","Localidad donde se dicta:
colocar preferentemente en mayúsculas.",Duración en años:,Duración en cuatrimestres:,Modalidad de dictado:,Area:,¿La carrera es arancelada?,"Link de acceso a más información sobre la carrera:
enlace específico o institucional.",¿Desea cargar otra carrera?,"Nombre de la carrera:
colocar preferentemente en mayúsculas.","Localidad donde se dicta:
colocar preferentemente en mayúsculas.",Duración en años:,Duración en cuatrimestres:,Modalidad de dictado:,Area:,¿La carrera es arancelada?,"Link de acceso a más información sobre la carrera:
enlace específico o institucional.",¿Desea cargar otra carrera?,"Nombre de la carrera:
colocar preferentemente en mayúsculas.","Localidad donde se dicta:
colocar preferentemente en mayúsculas.",Duración en años:,Duración en cuatrimestres:,Modalidad de dictado:,Area:,¿La carrera es arancelada?,"Link de acceso a más información sobre la carrera:
enlace específico o institucional.",¿Desea cargar otra carrera?,"Nombre de la carrera:
colocar preferentemente en mayúsculas.","Localidad donde se dicta:
colocar preferentemente en mayúsculas.",Duración en años:,Duración en cuatrimestres:,Modalidad de dictado:,Area:,¿La carrera es arancelada?,"Link de acceso a más información sobre la carrera:
enlace específico o institucional.",¿Desea cargar otra carrera?,"Nombre de la carrera:
colocar preferentemente en mayúsculas.","Localidad donde se dicta:
colocar preferentemente en mayúsculas.",Duración en años:,Duración en cuatrimestres:,Modalidad de dictado:,Area:,¿La carrera es arancelada?,"Link de acceso a más información sobre la carrera:
enlace específico o institucional.",¿Desea cargar otra carrera?,"Nombre de la carrera:
colocar preferentemente en mayúsculas.","Localidad donde se dicta:
colocar preferentemente en mayúsculas.",Duración en años:,Duración en cuatrimestres:,Modalidad de dictado:,Area:,¿La carrera es arancelada?,"Link de acceso a más información sobre la carrera:
enlace específico o institucional.",¿Desea cargar otra carrera?,"Nombre de la carrera:
colocar preferentemente en mayúsculas.","Localidad donde se dicta:
colocar preferentemente en mayúsculas.",Duración en años:,Duración en cuatrimestres:,Modalidad de dictado:,Area:,¿La carrera es arancelada?,"Link de acceso a más información sobre la carrera:
enlace específico o institucional.",¿Desea cargar otra carrera?,"Nombre de la carrera:
colocar preferentemente en mayúsculas.","Localidad donde se dicta:
colocar preferentemente en mayúsculas.",Duración en años:,Duración en cuatrimestres:,Modalidad de dictado:,Area:,¿La carrera es arancelada?,"Link de acceso a más información sobre la carrera:
enlace específico o institucional.",¿Desea cargar otra carrera?,Sitio web institucional:
6/07/2026 11:48:57,UNIVERSIDAD PROVINCAL DEL SUDOESTE ,CIUDAD DE CALI 320,BAHIA BLANCA ,TECNICATURA UNIVERSITARIA EN MARKETING DIGITAL Y COMERCIO ELECTRÓNICO,TRES ARROYOS ,3,6 cuatrimestres ,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,No,https://www.upso.edu.ar/tecnicatura-universitaria-en-marketing-digital-y-comercio-electronico/,Si,TECNICATURA UNIVERSITARIA EN TECNOLOGÍAS WEB Y APLICACIONES INTERACTIVAS,TRES LOMAS,3,6 cuatrimestres ,Modalidad presencial (sin separación en tiempo y espacio).,SISTEMAS E INFORMÁTICA,No,https://www.upso.edu.ar/tecnicatura-universitaria-en-tecnologias-web-y-aplicaciones-interactivas/,"No, finalizar y enviar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.upso.edu.ar/
6/07/2026 11:52:36,UNIVERSIDAD PROVINCIAL DEL SUDOESTE,CIUDAD DE CALI 320,BAHIA BLANCA,FORMACIÓN PROFESIONA CUIDADO DE PERSONAS ADULTAS MAYORES,SALDUNGARAY,1 año,2 cuatrimestres ,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS DE LA SALUD,No,https://www.upso.edu.ar/cuidado-de-personas-adultas-mayores/,"No, finalizar y enviar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.upso.edu.ar/
7/07/2026 10:44:38,INSTITUTO SUPERIOR EZEQUIEL MARTINEZ ESTRADA -ISEME,BELGRANO 251,BAHIA BLANCA,TECNICATURA SUPERIOR EN RADIOLOGIA,BAHIA BLANCA,3 AÑOS,6 CUATRIMESTRE,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS DE LA SALUD,Si,http://www.iseme.edu.ar/radiologia/,Si,TECNICATURA SUPERIOR EN INSTRUMENTACION QUIRURGICA,BAHIA BLANCA,3 AÑOS,6 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS DE LA SALUD,Si,http://www.iseme.edu.ar/instrumentacion-quirurgica/,Si,TECNICO EN ANESTESIOLOGIA,BAHIA BLANCA,1 AÑO Y MEDIO,3 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS DE LA SALUD,Si,http://www.iseme.edu.ar/anestesiologia-2/,Si,TECNICATURA SUPERIOR EN PROTESICO DENTAL DE LABORATORIO,BAHIA BLANCA,3 AÑOS,6 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS DE LA SALUD,Si,http://www.iseme.edu.ar/protesico-dental/,Si,TECNICATURA SUPERIOR EN ESCENA DEL CRIMEN,BAHIA BLANCA,3 AÑOS,6 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,SEGURIDAD PÚBLICA,Si,http://www.iseme.edu.ar/escena-del-crimen/,Si,TECNICATURA SUPERIOR TECNOLOGIA EN SALUD CON ESPECIALIDAD EN HEMOTERAPIA,BAHIA BLANCA,3 AÑOS,6 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS DE LA SALUD,Si,http://www.iseme.edu.ar/hemoterapia-2/,Si,TECNICATURA SUPERIOR EN TECNOLOGIA EN SALUD CON ESPECIALIDAD EN CARDIOLOGIA,BAHIA BLANCA,3 AÑOS,6 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS DE LA SALUD,Si,http://www.iseme.edu.ar/cardiologia-2/,Si,ESTERILIZACION,BAHIA BLANCA,3 AÑOS,6 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS DE LA SALUD,Si,http://www.iseme.edu.ar/oferta-academica/,Si,CARREAS A DISTANCIA - UNIVERSIDAD FASTA,BAHIA BLANCA,DEPENDE DE CADA CARRERA,DEPENDE DE CADA CARRERA,"Modalidad a distancia asincrónica (separación en tiempo y espacio, sin necesidad de conexión en horarios fijos).",TECNOLÓGICAS,Si,https://www.ufasta.edu.ar/distancia/carreras/,"No, finalizar y enviar",,,,,,,,,,WWW.ISEME.EDU.AR
7/07/2026 11:05:27,DEPARTAMENTO DE INGENIERÍA UNS,ALEM 1253,BAHÍA BLANCA,INGENIERÍA CIVIL,BAHÍA BLANCA,5,10,Modalidad presencial (sin separación en tiempo y espacio).,TECNOLÓGICAS,No,https://diuns.short.gy/Muestra,Si,INGENIERÍA INDUSTRIAL,BAHÍA BLANCA,5,10,Modalidad presencial (sin separación en tiempo y espacio).,TECNOLÓGICAS,No,https://diuns.short.gy/Muestra,Si,INGENIERÍA MECÁNICA,BAHÍA BLANCA,5,10,Modalidad presencial (sin separación en tiempo y espacio).,TECNOLÓGICAS,No,https://diuns.short.gy/Muestra,Si,AGRIMENSURA,BAHÍA BLANCA,5,10,Modalidad presencial (sin separación en tiempo y espacio).,TECNOLÓGICAS,No,https://diuns.short.gy/Muestra,"No, finalizar y enviar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ingenieria.uns.edu.ar/
8/07/2026 16:30:49,INSTITUTO MARÍA AUXILIADORA N 4129 FORMACIÓN DOCENTE Y TECNICA,RONDEAU 75,BAHÍA BLANCA ,TECNICATURA SUPERIOR EN TRABAJO SOCIAL ,BAHIA BLANCA ,4 años ,ANUAL ,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS HUMANAS Y SOCIALES,Si,Www.imabahiablanca.edu.ar,Si,PROFESORADO EN EDUCACIÓN INICIAL ,BAHÍA BLANCA ,4 AÑOS,ANUAL,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS HUMANAS Y SOCIALES,Si,Www.imabahiablanca.edu.ar,"No, finalizar y enviar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Www.imabahiablanca.edu.ar
8/07/2026 19:07:38,DEPARTAMENTO DE HUMANIDADES,12 DE OCTUBRE Y SAN JUAN,BAHÍA BLANCA,LICENCIATURA EN HISTORIA,BAHÍA BLANCA,5,10,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS HUMANAS Y SOCIALES,No,https://servicios.uns.edu.ar/grado/plan.asp?dependen=4&carrera=22,Si,PROFESORADO EN HISTORIA,BAHÍA BLANCA,5,10,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS HUMANAS Y SOCIALES,No,https://servicios.uns.edu.ar/grado/plan.asp?dependen=4&carrera=42,Si,LICENCIATURA EN FILOSOFÍA,BAHÍA BLANCA,5,10,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS HUMANAS Y SOCIALES,No,https://servicios.uns.edu.ar/grado/plan.asp?dependen=4&carrera=24,Si,PROFESORADO EN FILOSOFÍA,BAHÍA BLANCA,5,10,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS HUMANAS Y SOCIALES,No,https://servicios.uns.edu.ar/grado/plan.asp?dependen=4&carrera=70,Si,LICENCIATURA EN LETRAS,BAHÍA BLANCA,5,10,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS HUMANAS Y SOCIALES,No,https://servicios.uns.edu.ar/grado/plan.asp?dependen=4&carrera=23,Si,PROFESORADO EN LETRAS,BAHÍA BLANCA,5,10,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS HUMANAS Y SOCIALES,No,https://servicios.uns.edu.ar/grado/plan.asp?dependen=4&carrera=43,"No, finalizar y enviar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.humanidades.uns.edu.ar/
17/07/2026 15:30:02,CONSERVATORIO DE MUSICA,LAMADRID 441,BAHIA BLANCA,PROFESORADO EN MUSICA  ORIENTACION INSTRUMENTO,BAHIA BLANCA,4 AÑOS,8 CUATRIMESTRES (DOS CUATRIMESTRE POR AÑO),Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,https://cbblanca-bue.infd.edu.ar/sitio/oferta-educativa/,Si,PROFESORADOS DE MUSICA-CANTO LIRICO,BAHIA BLANCA,4 AÑOS,8 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,https://cbblanca-bue.infd.edu.ar/sitio/oferta-educativa/,Si,PROFESORADO ORIENTACION EDUCACION MUSICAL,BAHIA BLANCA,4 AÑOS,8 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,https://cbblanca-bue.infd.edu.ar/sitio/oferta-educativa/,Si,PROFESORADO DE MUSICA- ORIENTACIÓN CANTO POPULAR,BAHIA BLANCA,4 AÑOS,8 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,https://cbblanca-bue.infd.edu.ar/sitio/oferta-educativa/,Si,PROFESORADO DE MUSICA-ORIENTACION INSTRUMENTO MÚSICA POPULAR-BAJO ELECTRICO-GUITARRA-GUITARRA ELÉCTRICA,BAHIA BLANCA,4  AÑOS,8 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,https://cbblanca-bue.infd.edu.ar/sitio/oferta-educativa/,Si,TECNICATURA-CAPACITACIÓN INSTRUMENTAL,BAHIA BLANCA,4 AÑOS,8 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,https://cbblanca-bue.infd.edu.ar/sitio/oferta-educativa/,Si,TECNICATURA CAPACITACION VOCAL,BAHIA BLANCA,4 AÑOS,8 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,https://cbblanca-bue.infd.edu.ar/sitio/oferta-educativa/,Si,CAPACITACION INSTRUMENTAL MUSICA POPULAR,BAHIA BLANCA,4 AÑOS,8 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,https://cbblanca-bue.infd.edu.ar/sitio/oferta-educativa/,Si,TECNICATURA CAPACITACION VOCAL MUSICA POPULAR,BAHIA BLANCA,4 AÑOS,8 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,https://cbblanca-bue.infd.edu.ar/sitio/oferta-educativa/,Si,FOBA JOVENES Y ADULTOS,BAHIA BLANCA,3 NIVELES,6 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,https://cbblanca-bue.infd.edu.ar/sitio/oferta-educativa/,Si,https://cbblanca-bue.infd.edu.ar/sitio/
17/07/2026 15:37:13,BAHIA BLANCA,LAMADRID 441,BAHIA BLANCA,FOBA CANTO LIRICO-CAMARISTICO,BAHIA BLANCA,3 NIVELES,6 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,https://cbblanca-bue.infd.edu.ar/sitio/oferta-educativa/,Si,FOBA CANTO MUSICA POPULAR,BAHIA BLANCA,3 NIVELES,6 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,https://cbblanca-bue.infd.edu.ar/sitio/oferta-educativa/,Si,FOBA INSTRUMENTO MUSICA POPULAR (BAJO Y GUITARRA ELECTRICA),BAHIA BLANCA,3 NIVELES,6 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,https://cbblanca-bue.infd.edu.ar/sitio/oferta-educativa/,"No, finalizar y enviar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cbblanca-bue.infd.edu.ar/sitio/
5/08/2026 15:29:49,INSTITUTO SUPERIOR DE F. D. y T. DR. PEDRO GOYENA,AV. COLÓN 446,BAHÍA BLANCA,PROFESORADO DE EDUCACIÓN FÍSICA,BAHÍA BLANCA,4 AÑOS,8 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS HUMANAS Y SOCIALES,Si,https://institutogoyena.edu.ar/profesorado-de-educacion-fisica/,Si,TECNICATURA SUPERIOR EN PRODUCCIÓN AGRÍCOLA GANADERA,BAHÍA BLANCA,3 AÑOS,6 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS AGROPECUARIAS Y AGROINDUSTRIALES,Si,https://institutogoyena.edu.ar/tecnicatura-superior-en-produccion-agricola-ganadera/,Si,Tecnicatura Superior en Régimen Aduanero y Negocios Internacionales,BAHIA BLANCA,3 AÑOS,6 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,Si,https://institutogoyena.edu.ar/tecnicatura-superior-en-regimen-aduanero-y-negocios-internacionales/,Si,Tecnicatura Superior en Servicios Gastronómicos,BAHÍA BLANCA,3 AÑOS,6 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS HUMANAS Y SOCIALES,Si,https://institutogoyena.edu.ar/tecnicatura-superior-en-servicios-gastronomicos/,Si,Tecnicatura Superior en Traductorado Técnico-Científico en Lengua Inglesa,BAHÍA BLANCA,3 AÑOS,6 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS HUMANAS Y SOCIALES,Si,https://institutogoyena.edu.ar/tecnicatura-superior-en-traductorado-tecnico-cientifico-en-lengua-inglesa/,Si,Tecnicatura Superior en Traductorado Técnico-Científico en Lengua Inglesa,BAHÍA BLANCA,3 AÑOS,6 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS HUMANAS Y SOCIALES,Si,https://institutogoyena.edu.ar/tecnicatura-superior-en-traductorado-tecnico-cientifico-en-lengua-inglesa/,Si,Tecnicatura Superior en Hotelería,BAHÍA BLANCA,3 AÑOS,6 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS HUMANAS Y SOCIALES,Si,https://institutogoyena.edu.ar/tecnicatura-superior-en-hoteleria/,Si,Tecnicatura Superior en Administración Financiera,BAHÍA BLANCA,3 AÑOS,6 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,Si,https://institutogoyena.edu.ar/tecnicatura-superior-en-administracion-financiera/,Si,Tecnicatura Superior en Viticultura y Enología,BAHÍA BLANCA,2 AÑOS Y MEDIO,5 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS AGROPECUARIAS Y AGROINDUSTRIALES,Si,https://institutogoyena.edu.ar/tecnicatura-superior-en-viticultura-y-enologia/,Si,Tecnicatura Superior en Logística,BAHÍA BLANCA,3 AÑOS,6 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,Si,https://institutogoyena.edu.ar/tecnicatura-superior-en-logistica/,"No, finalizar y enviar",institutogoyena.edu.ar
-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
